"0107","003.1     ","PIS SOBRE VENDAS             ","TF ","00120369 ","0","IMPOSTOS FEDERAIS   ","20140925","20140925","169"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","FT ","0004477  "," ","SPC BRASIL          ","20140906","20140903","63,91"
"0107","007.2.23  ","TAXAS DE ASSOCIACOES         ","FT ","005565   "," ","SPC BRASIL          ","20141006","20141006","55"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","RC ","061214   "," ","SPC BRASIL          ","20141106","20141205","55"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","FT ","11/2014  "," ","SPC BRASIL          ","20141208","20141205","55"
"0202","007.2.23  ","TAXAS DE ASSOCIACOES         ","FT ","12/2014  "," ","SPC BRASIL          ","20141231","20141231","81,82"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","12001472 ","0","KINGHOST            ","20140430","20140416","713,17"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","12042678 ","0","KINGHOST            ","20140530","20140516","713,17"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","12082170 "," ","KINGHOST            ","20140704","20140730","720,25"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","12122677 "," ","KINGHOST            ","20140730","20140730","720,25"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","12165373 ","0","KINGHOST            ","20140901","20140901","720,25"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","12209060 ","0","KINGHOST            ","20140930","20140930","720,25"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","12252079 "," ","KINGHOST            ","20141030","20141030","720"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","11/2014  "," ","KINGHOST            ","20141201","20141130","720,25"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","FT ","01/2015  "," ","KINGHOST            ","20141230","20141230","720,25"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","0018079  "," ","PROSOL              ","20140410","20140409","212,3"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","0019041  "," ","PROSOL              ","20140410","20140409","178,81"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","0019516  "," ","PROSOL              ","20140430","20140409","172"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","FT ","072014   "," ","SPC BRASIL          ","20140806","20140806","72,83"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","114103002"," ","TOTVS               ","20140805","20140812","1130,71"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","114103300"," ","TOTVS               ","20140805","20140812","1644,92"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1152281  "," ","TOTVS               ","20140805","20140812","280,34"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1152709  "," ","TOTVS               ","20140805","20140812","14,58"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1141034  "," ","TOTVS               ","20140808","20140812","283,08"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","001205042"," ","TOTVS               ","20140825","20140814","28,49"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1104943  ","0","TOTVS S.A           ","20140516","20140516","253,76"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","NF ","11447831 "," ","TOTVS S.A           ","20140715","20140715","248,71"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","NF ","1169146  ","0","TOTVS S.A           ","20140815","20140818","248,71"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","NF ","1136115  ","0","TOTVS S.A           ","20140818","20140818","258,8"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1205044  "," ","TOTVS S.A           ","20140825","20140819","3813,91"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1191416  "," ","TOTVS S.A           ","20140915","20140912","248,71"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","114103300","3","TOTVS S.A           ","20140917","20140917","1135,54"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1173592  ","1","TOTVS S.A           ","20140917","20140917","281,41"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1195566  "," ","TOTVS S.A           ","20141008","20141008","274,04"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1213315  "," ","TOTVS S.A           ","20141015","20141015","248,71"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1217844  "," ","TOTVS S.A           ","20141028","20141028","145,5"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1220920  "," ","TOTVS S.A           ","20141111","20141111","29,25"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1220921  "," ","TOTVS S.A           ","20141111","20141111","14,87"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1227742  "," ","TOTVS S.A           ","20141111","20141111","547,2"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1217843  "," ","TOTVS S.A           ","20141111","20141111","319,66"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1205043  "," ","TOTVS S.A           ","20141112","20141112","29,36"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1141033  "," ","TOTVS S.A           ","20141112","20141112","1104,93"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1141033  ","A","TOTVS S.A           ","20141112","20141112","1104,93"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1141033  ","B","TOTVS S.A           ","20141112","20141112","1104,93"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","00351508 ","0","TOTVS S.A           ","20141117","20141130","264,97"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1141033  ","C","TOTVS S.A           ","20141124","20141124","1104,93"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1240715  "," ","TOTVS S.A           ","20141216","20141216","71,53"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1240716  "," ","TOTVS S.A           ","20141216","20141216","142,44"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1243241  "," ","TOTVS S.A           ","20141216","20141216","27,94"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1243242  "," ","TOTVS S.A           ","20141216","20141216","14,18"
"0202","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1259339  "," ","TOTVS S.A           ","20141218","20141218","262,81"
"0107","007.2.28  ","SOFTWERE (SISTEMA DA LOJA)   ","BOL","1141033  ","D","TOTVS S.A           ","20141223","20141223","1104,93"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","NF ","7544     ","0","BR ELETRON          ","20140523","20140523","2126,6"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","RC ","008916   ","0","BR ELETRON          ","20140523","20140523","2126"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","R$ ","702496   ","0","CELITO TKATCH       ","20140609","20140616","477,67"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","DH ","305567456","0","CELITO TKATCH       ","20140624","20140624","2000"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","RC ","030614/01","0","CROQUI MOVEIS       ","20140603","20140603","300"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","RC ","060614/01","0","CROQUI MOVEIS       ","20140606","20140606","30"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","DH ","21009    "," ","FERLETRICA          ","20141103","20141103","47"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","127394   ","1","INTERCOMM           ","20140425","20140425","701"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","RC ","111588   ","0","INTERCOMM           ","20140620","20140620","130"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","127394/03","0","INTERCOMM           ","20140624","20140624","701"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","FT ","8554/01  "," ","INTERCOMM           ","20140707","20140710","511,25"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","127394/04"," ","INTERCOMM           ","20140724","20140724","701"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","FT ","8554/02  "," ","INTERCOMM           ","20140804","20140730","511,25"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","NF ","9354     ","1","INTERCOMM           ","20140825","20140825","277"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","8554/03  "," ","INTERCOMM           ","20140903","20140903","511,25"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","8554/04  "," ","INTERCOMM           ","20141003","20141003","511,25"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","RC ","72175961 ","0","INVIOLAVEL          ","20140605","20140605","450"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","320001-03","0","LEOLAR MAGAZINE     ","20140403","20140403","569,75"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","320865   ","2","LEOLAR MAGAZINE     ","20140404","20140404","284,5"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","320001   ","4","LEOLAR MAGAZINE     ","20140505","20140505","569,75"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","516974-01","0","LEOLAR MAGAZINE     ","20140515","20140515","129"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","BOL","068      ","0","LOJAS JATOBA        ","20140617","20140617","3375"
"0107","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","NF ","000000038","A","MAIS FRIO REFRIGERAC","20141212","20141212","370"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","R$ ","036362   ","0","MARALUZ             ","20140328","20140402","110,58"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","RC ","066040   ","0","MATEL               ","20140527","20140527","255"
"0202","007.2.29  ","AQUISICAO DE EQUIPAMENTOS (CO","RC ","203140   ","0","SOM TRES            ","20140528","20140528","830"
"0202","007.2.30  ","ALVARA LICENCA                ","BOL","3635062  ","1","PREFEITURA MUNICIPAL","20140331","20140327","1734,51"
"0107","007.2.31  ","IPTU                         ","FT ","3712523  "," ","PREFEITURA MUNICIPAL","20140811","20140811","157,47"
"0107","007.2.32  ","OUTRAS DESPESAS OPERACIONAIS ","DH ","84796    "," ","COOCATUR            ","20141008","20141008","40"
"0202","007.2.34  ","SEGURANCA ELETRONICA          ","BOL","190561   "," ","INVIOLAVEL          ","20141117","20141117","309,26"
"0107","007.2.34  ","SEGURANCA ELETRONICA          ","BOL","191253   "," ","INVIOLAVEL          ","20141215","20141215","309,26"
"0107","007.3     ","DESPESAS FINANCEIRAS          ","TX ","050914   ","0","BASA                ","20140905","20140905","24"
"0202","007.3     ","DESPESAS FINANCEIRAS          ","TX ","11/2014  "," ","BASA                ","20141105","20141105","24"
"0202","007.3     ","DESPESAS FINANCEIRAS          ","TX ","12/2014  "," ","BASA                ","20141215","20141215","24"
"0107","007.3     ","DESPESAS FINANCEIRAS          ","TX ","12/2014  "," ","BASA                ","20141215","20141215","24"
"0107","007.3     ","DESPESAS FINANCEIRAS          ","TX ","11/2014  "," ","CAIXA               ","20141201","20141130","200,2"
"0202","007.3     ","DESPESAS FINANCEIRAS          ","DH ","00461    "," ","CARTORIO SANTINS    ","20140722","20140722","29,6"
"0202","007.3     ","DESPESAS FINANCEIRAS          ","TX ","11/2014  "," ","HSBC                ","20141201","20141130","150,16"
"0107","007.3     ","DESPESAS FINANCEIRAS          ","FT ","3161286  "," ","MADEIREIRA BARRA GRA","20140710","20140710","76"
"0107","007.3.2   ","DESPESAS FINANCEIRAS (JUROS,DE","TX ","051114   "," ","BASA                ","20141105","20141105","24"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","022014   ","1","SECRETARIA DE ESTADO","20140310","20140324","23,71"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","100414   ","1","SECRETARIA DE ESTADO","20140410","20140310","920,86"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","0214     ","1","SIMPLES NACIONAL    ","20140320","20140320","6203,92"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","032014   ","1","SIMPLES NACIONAL    ","20140422","20140422","7779,25"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","0301713  ","0","SIMPLES NACIONAL    ","20140520","20140520","8854,58"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","05/2014  "," ","SIMPLES NACIONAL    ","20140620","20141030","6884,72"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","06/2014  ","0","SIMPLES NACIONAL    ","20140721","20140925","4349,64"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","072014   ","1","SIMPLES NACIONAL    ","20140820","20140820","4150,49"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","02532789 "," ","SIMPLES NACIONAL    ","20140922","20140922","3008,93"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","09/2014  "," ","SIMPLES NACIONAL    ","20141020","20141020","5485,74"
"0202","009.02    ","OUTROS IMPOSTOS              ","BOL","10/2014  "," ","SIMPLES NACIONAL    ","20141121","20141121","4826,97"
"0202","009.05    ","MATERIAL ESCRITORIO           ","RC ","280514/01","0","GRAFICA IMAGEM      ","20140528","20140528","20"
"0202","009.05    ","MATERIAL ESCRITORIO           ","BOL","001963   ","1","GRAFIL              ","20140403","20140403","320"
"0202","009.08    ","PUBLICIDADE                  ","BOL","748      ","2","CARAJAS REDE        ","20141218","20141218","400"
"0202","009.08    ","PUBLICIDADE                  ","RC ","3385     ","1","GRAFIL              ","20140820","20140820","152"
"0202","009.08    ","PUBLICIDADE                  ","RC ","0000607  "," ","PRIME GRAFICA       ","20141201","20141201","44"
"0202","009.08    ","PUBLICIDADE                  ","RC ","110614/01","0","VANINI MALHARIA     ","20140611","20140611","190"
"0107","009.09    ","MANUTENCAO DOS VEICULOS TRANSP","NF ","000055767"," ","MARTINS AUTOPECAS   ","20141217","20141218","690"
"0202","009.14    ","IPVA VEICULOS DO GRUPO       ","BOL","040414   ","1","DETRAN              ","20140404","20140319","491,57"
"0107","009.15    ","REFORMAS                     ","DH ","100679   "," ","A PAULISTINHA       ","20141006","20141004","20"
"0202","009.15    ","REFORMAS                     ","RC ","319984   "," ","AGRINAZI            ","20141202","20141202","3,8"
"0107","009.15    ","REFORMAS                     ","RC ","147904   ","0","ALDITINTAS          ","20140829","20140829","28"
"0107","009.15    ","REFORMAS                     ","BOL","7106     "," ","ALDITINTAS          ","20141223","20141223","249,6"
"0107","009.15    ","REFORMAS                     ","BOL","11000007 "," ","ARCELORMITTAL       ","20141107","20141107","2353,36"
"0202","009.15    ","REFORMAS                     ","RC ","3088     ","0","BETEL LOC SERVICE   ","20140520","20140520","30"
"0202","009.15    ","REFORMAS                     ","CH ","310284   ","0","CARAJAS             ","20140714","20140714","1972,19"
"0202","009.15    ","REFORMAS                     ","RC ","0283     ","1","CARAJAS             ","20140827","20140827","169"
"0202","009.15    ","REFORMAS                     ","DH ","0000560  "," ","CARAJAS VIDROS      ","20141105","20141105","50"
"0202","009.15    ","REFORMAS                     ","DH ","11102014 "," ","CARLOS VERAS        ","20141013","20141011","300"
"0107","009.15    ","REFORMAS                     ","NF ","10666    "," ","CASA BELA           ","20141126","20141126","304,99"
"0107","009.15    ","REFORMAS                     ","NF ","7513/4   "," ","CELITO TKATCH       ","20140716","20140716","45"
"0202","009.15    ","REFORMAS                     ","FT ","473668443"," ","CURIMATA            ","20140909","20140909","200"
"0202","009.15    ","REFORMAS                     ","RC ","75293630 "," ","CURIMATA            ","20141112","20141217","637,26"
"0202","009.15    ","REFORMAS                     ","RC ","181114   "," ","CURIMATA            ","20141118","20141118","4000"
"0202","009.15    ","REFORMAS                     ","NF ","62626663 "," ","FAGNO PINTOR        ","20140714","20140714","400"
"0202","009.15    ","REFORMAS                     ","DH ","69944511 "," ","FAGNO PINTOR        ","20140725","20140725","2000"
"0202","009.15    ","REFORMAS                     ","RC ","2380891  "," ","FAGNO PINTOR        ","20141117","20141117","200"
"0202","009.15    ","REFORMAS                     ","RC ","73067327 "," ","FAGNO PINTOR        ","20141118","20141118","250"
"0202","009.15    ","REFORMAS                     ","RC ","49859190 "," ","FAGNO PINTOR        ","20141124","20141124","300"
"0202","009.15    ","REFORMAS                     ","RC ","270814   ","1","GLASS SERVICE       ","20140828","20140828","191"
"0107","009.15    ","REFORMAS                     ","NF ","000000095"," ","IMPERIO DOS PARAFUSO","20141128","20141128","400"
"0202","009.15    ","REFORMAS                     ","RC ","390535   "," ","IMPERIO DOS PARAFUSO","20141229","20141229","66"
"0107","009.15    ","REFORMAS                     ","NF ","9322     ","1","INTERCOMM           ","20140821","20140821","53"
"0202","009.15    ","REFORMAS                     ","RC ","73772144 "," ","JOEL                ","20141204","20141204","300"
"0202","009.15    ","REFORMAS                     ","DH ","65681241 "," ","LOJAS JATOBA        ","20140728","20140728","400"
"0202","009.15    ","REFORMAS                     ","RC ","34759775 "," ","LOJAS JATOBA        ","20140901","20140901","50"
"0107","009.15    ","REFORMAS                     ","NF ","000924   "," ","LUX MATERIAL ELETRIC","20141227","20141227","43"
"0202","009.15    ","REFORMAS                     ","DH ","0560     "," ","MARABA TEMPER VIDROS","20140715","20140722","80"
"0202","009.15    ","REFORMAS                     ","DH ","07504    ","1","MATEL               ","20140821","20140821","32"
"0107","009.15    ","REFORMAS                     ","NF ","4285     "," ","METALNORTE          ","20141117","20141117","87,99"
"0202","009.15    ","REFORMAS                     ","RC ","0055     ","1","MOVELARIA           ","20140826","20140826","419"
"0202","009.15    ","REFORMAS                     ","RC ","0079     "," ","MOVELARIA           ","20141201","20141129","30"
"0202","009.15    ","REFORMAS                     ","FT ","13167-G01"," ","RENACOR TINTAS      ","20140815","20140814","3250"
"0107","009.15    ","REFORMAS                     ","RC ","68113512 ","1","SERGIO PANTOJA      ","20140826","20140826","209"
"0202","009.15    ","REFORMAS                     ","NF ","000377   ","1","UNICA MOVEIS PLANEJA","20140827","20140827","70"
"0202","009.16    ","MATERIAIS PARA CONSTRUCAO    ","RC ","1139627  ","0","AREAL PARANA        ","20140607","20140607","5"
"0202","009.16    ","MATERIAIS PARA CONSTRUCAO    ","DH ","004.192  "," ","LUX MATERIAL ELETRIC","20140922","20140922","12,37"
"0202","009.16    ","MATERIAIS PARA CONSTRUCAO    ","NF ","604341   ","0","PROLIMPE            ","20140604","20140604","19"
"0202","009.16    ","MATERIAIS PARA CONSTRUCAO    ","NF ","190514/01","0","VIP MATERIAIS       ","20140519","20140519","5,5"
"0202","009.17    ","MULTAS FISCAIS               ","DAR","T6877    "," ","IMPOSTOS FEDERAIS   ","20141003","20141002","766,17"
"0202","009.18    ","OUTRAS DESPESAS ADMINISTRATIV","CH ","0225     ","0","CARAJAS             ","20140410","20140410","1966,07"
"0202","009.18    ","OUTRAS DESPESAS ADMINISTRATIV","NF ","00166    ","0","CARTORIO SANTINS    ","20140604","20140604","3,6"
"0202","009.18    ","OUTRAS DESPESAS ADMINISTRATIV","CR ","053052   ","0","CELITO TKATCH       ","20140605","20140605","1000"
"0202","009.18    ","OUTRAS DESPESAS ADMINISTRATIV","FT ","3ZA324   ","0","TAM                 ","20140925","20140925","420,95"
"0202","009.18    ","OUTRAS DESPESAS ADMINISTRATIV","FT ","09/2014  ","0","TIM                 ","20140925","20140925","352,81"
"0202","009.18    ","OUTRAS DESPESAS ADMINISTRATIV","FT ","11/2014  "," ","TIM                 ","20141125","20141126","434,16"
"0202","009.18    ","OUTRAS DESPESAS ADMINISTRATIV","FT ","12/2014  "," ","TIM                 ","20141226","20141225","383,27"
"0107","015.1     ","IRPJ                          ","DAR","18072014 "," ","IMPOSTOS FEDERAIS   ","20140718","20140718","23,55"
"0202","015.1     ","IRPJ                          ","DAR","30062014 "," ","IMPOSTOS FEDERAIS   ","20140718","20140718","1014,86"
"0202","015.1     ","IRPJ                          ","DAR","20082014 "," ","IMPOSTOS FEDERAIS   ","20140820","20140820","15,44"
"0202","015.1     ","IRPJ                          ","DAR","31082014 "," ","IMPOSTOS FEDERAIS   ","20140919","20140919","874,19"
"0107","015.1     ","IRPJ                          ","IRP","00310171 "," ","IMPOSTOS FEDERAIS   ","20141002","20141002","5960"
"0202","015.1     ","IRPJ                          ","DAR","30/092014"," ","IMPOSTOS FEDERAIS   ","20141020","20141020","1053,25"
"0107","015.1     ","IRPJ                          ","IRP","0090751  "," ","IMPOSTOS FEDERAIS   ","20141104","20141104","826"
"0202","015.1     ","IRPJ                          ","DAR","10/2014  "," ","IMPOSTOS FEDERAIS   ","20141119","20141119","1126,25"
"0107","015.1     ","IRPJ                          ","TF ","11/2014  "," ","IMPOSTOS FEDERAIS   ","20141201","20141201","760"
"0202","015.1     ","IRPJ                          ","DAR","11/2014  "," ","IMPOSTOS FEDERAIS   ","20141219","20150210","987,42"
"0202","015.1     ","IRPJ                          ","DAR","4146818  ","0","LOJAS JATOBA        ","20140620","20140621","362,72"
"0107","015.2     ","CSLL                          ","TF ","00122782 ","0","IMPOSTOS FEDERAIS   ","20140930","20140925","2455"
"0107","015.2     ","CSLL                          ","TF ","00089510 "," ","IMPOSTOS FEDERAIS   ","20141104","20141104","418"
"0107","015.2     ","CSLL                          ","TF ","11/2014  ","1","IMPOSTOS FEDERAIS   ","20141201","20141201","448"
"0202","017.2     ","RETIRADA DOS SOCIOS           ","R$ ","7324     "," ","CELITO TKATCH       ","20140409","20140409","7000"
"0202","017.2     ","RETIRADA DOS SOCIOS           ","DH ","311014   "," ","CELITO TKATCH       ","20141031","20141031","1000"
"0202","017.2     ","RETIRADA DOS SOCIOS           ","R$ ","523029481"," ","CELITO TKATCH       ","20141110","20141110","4000"
"0107","017.2     ","RETIRADA DOS SOCIOS           ","DP ","052302   "," ","CELITO TKATCH       ","20141110","20141106","2000"
"0202","017.2     ","RETIRADA DOS SOCIOS           ","RC ","10/2014-2"," ","CELITO TKATCH       ","20141112","20141112","1000"
"0202","017.2     ","RETIRADA DOS SOCIOS           ","RC ","12/2014  "," ","CELITO TKATCH       ","20141215","20141215","2000"
"0202","017.2     ","RETIRADA DOS SOCIOS           ","RC ","071772436","0","CELITO TKATCH       ","20141218","20141218","1300"
"0202","017.2     ","RETIRADA DOS SOCIOS           ","RC ","7798     "," ","CELITO TKATCH       ","20141229","20141229","2000"
"0202","017.2     ","RETIRADA DOS SOCIOS           ","RC ","110614/01","0","LOJAS JATOBA        ","20140611","20140611","7000"
"0107","017.2     ","RETIRADA DOS SOCIOS           ","TF ","00108835 "," ","OSVALDO             ","20141126","20141126","5000"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","181014   "," ","FRETE PROPRIO JATOBA","20141024","20141024","1581,11"
"0202","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","0028776  "," ","FRETE PROPRIO JATOBA","20141118","20141118","3010"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","000001159"," ","FRETE PROPRIO JATOBA","20141223","20141223","2110,57"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","000007085","A","MERKEL              ","20141110","20141110","996,02"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","000007085","B","MERKEL              ","20141117","20141117","996,02"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","000007085","C","MERKEL              ","20141124","20141124","996,02"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","000007085","D","MERKEL              ","20141201","20141201","996"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","141132   "," ","TRANSPORTADORA PENHE","20141105","20141112","239,04"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","23636    ","A","TRANSPORTADORA PENHE","20141119","20141119","461,82"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","002      "," ","TRANSPORTADORA PENHE","20141126","20141126","113,69"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","143640   "," ","TRANSPORTADORA PENHE","20141128","20141203","279,82"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","143777   "," ","TRANSPORTADORA PENHE","20141203","20141203","71"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","  144177 "," ","TRANSPORTADORA PENHE","20141203","20141210","409,84"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","144940   "," ","TRANSPORTADORA PENHE","20141217","20141217","102,45"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","23636    ","B","TRANSPORTADORA PENHE","20141219","20141128","461,81"
"0107","025.1.03  ","FRETES E CARRETOS SOBRE COMPRA","NF ","145814   "," ","TRANSPORTADORA PENHE","20141224","20141224","77,76"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000001135","A","COMPENSADOS NOVO MIL","20141117","20141117","5986,16"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000001135","B","COMPENSADOS NOVO MIL","20141202","20141204","5985,4"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000001135","C","COMPENSADOS NOVO MIL","20141217","20141217","5985,4"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000038331","A","DIMEC ACESSORIOS    ","20141126","20141126","480,93"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000038331","B","DIMEC ACESSORIOS    ","20141210","20141210","480,92"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000000052"," ","DIT                 ","20141121","20141121","845"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","36742    ","A","DUCASSE BRASIL      ","20141229","20141229","1342,52"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000010780","A","EVEREST DISTR.DE AME","20141215","20141215","432,02"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000010780","B","EVEREST DISTR.DE AME","20141229","20141229","432,02"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000174367","A","FARBEM S/A INDUSTRIA","20141128","20141128","2024,61"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000174367","B","FARBEM S/A INDUSTRIA","20141205","20141205","904,62"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000174367","C","FARBEM S/A INDUSTRIA","20141212","20141212","904,62"
"0107","025.1.04  ","PAGAMENTO A FORNECEDORES      ","NF ","000174367","D","FARBEM S/A INDUSTRIA","20141219","20141219","904,62"
